Albedo Texture,Normal Texture
T_BlackForest_Tree_Deadwood_Bark_Bottom_D,T_BlackForest_Tree_Deadwood_Bark_Bottom_N 	
T_BranForest_Camp_TreeEntrance01_LHS_dn,T_BranForest_Camp_TreeEntrance01_LHS_no 	
T_BranForest_Tree_NeedlefirTrunk01_D_LHS,T_BranForest_Tree_NeedlefirTrunk01_N_LHS 	
T_BranForest_Tree_NeedlefirTrunk01_D_LHS,T_BranForest_Tree_NeedlefirTrunk01_N_LHS 	
T_BranForest_Tree_NeedlefirTrunk01_D_LHS,T_BranForest_Tree_NeedlefirTrunk01_N_LHS 	
T_BranForest_Tree_NeedlefirTrunk01_D_NWCNIK,T_BranForest_Tree_NeedlefirTrunk01_N_NWCNIK 	
T_BranForest_Tree_NeedlefirTrunk01_D_LHS,T_BranForest_Tree_NeedlefirTrunk01_N_LHS 	
T_BranForest_Troll_Tree_LHS_dn,T_BranForest_Troll_Tree_LHS_no 	
T_BranForest_Troll_Tree_LHS_dn,T_BranForest_Troll_Tree_LHS_no 	
T_BranForest_Troll_Tree_LHS_dn,T_BranForest_Troll_Tree_LHS_no 	
T_BranForest_Troll_Tree_LHS_dn,T_BranForest_Troll_Tree_LHS_no 	
SM_BurningSand_Tree_PalmTree04_dn,T_cm_DefaultNormal_a_01_dn 	
SM_BurningSand_Tree_PalmTree04_2dn,T_cm_DefaultNormal_a_01_dn 	
SM_BurningSand_Tree_PalmTree04_dn,T_cm_DefaultNormal_a_01_dn 	
SM_BurningSand_Tree_PalmTree04_dn,T_cm_DefaultNormal_a_01_dn 	
T_BurningSand_Tree_PalmTreeLeaf_D 	,T_BurningSand_Tree_PalmTreeLeaf_N 	
T_BurningSand_Tree_PalmTreeLeaf_D 	,T_BurningSand_Tree_PalmTreeLeaf_N 	
T_BurningSand_Tree_PalmTreeLeaf_D 	,T_cm_DefaultNormal_a_01_dn
T_BurningSand_Tree_PalmTreeLeaf_D 	,T_BurningSand_Tree_PalmTreeLeaf_N 	
T_common_bigtree_A_dn 	,T_common_bigtree_A_no
T_common_bigtree_A_dn_End 	,T_common_bigtree_A_no_end
T_common_bigtree_B_dn,T_common_bigtree_B_no 	
T_common_bigtree_B_dn,T_common_bigtree_B_no 	
T_common_bigtree_B_dn,T_common_bigtree_B_no 	
T_common_bigtree_C_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_common_bigtree_D_dn,T_common_bigtree_D_no 	
T_common_bigtree_D_dn 	,T_common_bigtree_D_no 	
T_common_bigtree_D_dn 	,T_common_bigtree_D_no 	
T_common_bigtree_D_dn 	,T_common_bigtree_D_no 	
T_common_bigtree_D_dn 	,T_common_bigtree_D_no 	
T_DeadForest_Tree_FirTree_D,T_cm_DefaultNormal_a_01_dn 	
T_DeadForest_Tree_FirTree07_01_D,T_DeadForest_Tree_FirTree07_01_no 	
T_DeadForest_Tree_FirTree07_01_D,T_DeadForest_Tree_FirTree07_01_no 	
T_DeadForest_Tree_FirTree07_01_D,T_DeadForest_Tree_FirTree07_01_no 	
T_DeadForest_Tree_FirTree09_dn,T_DeadForest_Tree_FirTree09_no 	
T_DeadForest_Tree_FirTreeEnd_D,T_cm_DefaultNormal_a_01_dn 	
T_DeadForest_Tree_FirTreeLeaf_D 	,T_cm_DefaultNormal_a_01_dn 	
T_DeadForest_Tree_FirTree04_LHS_D,T_DeadForest_Tree_FirTree04_LHS_N 	
T_DeadForest_Tree_FirTree04_LHS_D,T_DeadForest_Tree_FirTree04_LHS_N 	
T_DeadForest_Tree_FirTree04_LHS_D 	,T_DeadForest_Tree_FirTree04_LHS_N 	
T_DeadForest_Tree_GraveTree01_LHS_dn,T_DeadForest_Tree_GraveTree01_LHS_no 	
T_DeadForest_Tree_GraveTree01_LHS_dn,T_DeadForest_Tree_GraveTree01_LHS_no 	
T_DeadForest_Tree_RottenTree_D,T_cm_DefaultNormal_a_01_dn 	
T_DeadForest_Tree_RottenTree02_SM_KMS_dn 	,T_DeadForest_Tree_RottenTree02_SM_KMS_no
T_DeadForest_Tree_RottenTreeLeaf_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
T_ground_decoroot_A_dn,T_ground_decoroot_A_no 	
T_FlowerTree01_1_YN_dn,T_FlowerTree01_1_YN_no 	
T_FlowerTree01_2_YN_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_FlowerTree01_2_YN_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_FlowerTree01_2_YN_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_F_06_Dtree_A_dn,T_F_06_Dtree_A_no 	
T_F_06_Dtree_A_dn,T_F_06_Dtree_A_no 	
T_F_06_grDwood_B_dn,T_F_06_grDwood_B_no 	
T_F_06_midtree_A_b_dn,T_F_06_midtree_A_b_no 	
T_F_06_midtree_A_a_dn 	,T_F_06_midtree_A_a_no 	
T_F_06_midtree_A_a_dn 	,T_F_06_midtree_A_a_no 	
T_F_06_midtree_A_a_dn 	,T_F_06_midtree_A_a_no 	
T_F_06_midtree_B_dn 	,T_F_06_midtree_A_no 	
T_F_06_midtree_B_dn 	,T_F_06_midtree_A_no 	
T_F_06_midtree_B_dn 	,T_F_06_midtree_A_no 	
T_F_06_midtree_B_dn 	,T_F_06_midtree_A_no 	
T_F_06_midtree_B_dn 	,T_F_06_midtree_A_no 	
T_F_06_midtree_B_dn 	,T_F_06_midtree_A_no 	
T_Arbajungle_Tree_SpTree04Bark_D,T_cm_DefaultNormal_a_01_dn 	
T_Arbajungle_Tree_SpTree04Bark_D,T_cm_DefaultNormal_a_01_dn 	
T_F_06_midtree_C 	,T_F_06_midtree_C_no 	
T_F_06_midtree_C 	,DefaultDiffuse 	
T_F_06_midtree_C 	,T_F_06_midtree_C_no 	
T_F_06_midtree_D_D 	,T_F_06_midtree_A_no 	
T_F_06_midtree_D_D 	,T_F_06_midtree_A_no 	
T_F_06_midtree_D_D 	,T_F_06_midtree_A_no 	
T_F_06_midtree_D_D 	,T_F_06_midtree_A_no 	
T_F_06_midtree_D_D 	,T_F_06_midtree_A_no 	
T_F_06_midtree_E_dn 	,SM_F_06_midtree_E_no 	
T_F_06_midtree_E_dn 	,SM_F_06_midtree_E_no 	
T_F_06_midtree_E_dn 	,SM_F_06_midtree_E_no 	
LV_Elrano_Foliage_Coral01_D_NWCEVA 	,T_cm_DefaultNormal_a_01_dn 	
T_Gnollando_Object_Tree_LHS_dn,T_Gnollando_Object_Tree_LHS_no 	
T_Gnollando_Object_Tree_LHS_dn,T_Gnollando_Object_Tree_LHS_no 	
T_Gnollando_Tree_Fairy03C_LHS_dn,T_Gnollando_Tree_Fairy03C_LHS_no 	
T_Gnollando_Tree_Fairy03C_LHS_dn,T_Gnollando_Tree_Fairy03C_LHS_no 	
T_Gnollando_Tree_JungleTreeleaf06_D 	,T_cm_DefaultNormal_a_01_dn 	
T_ground_cutwood_A_dn,T_ground_cutwood_A_no 	
T_ground_cutwood_A_dn,T_ground_cutwood_A_no 	
T_ground_cutwood_A_dn,T_ground_cutwood_A_no 	
T_ground_decoroot_A_dn,T_ground_decoroot_A_no 	
T_ground_decoroot_A_dn,T_ground_decoroot_A_no 	
T_ground_decoroot_B_dn,T_ground_decoroot_B_no 	
T_ground_decoroot_C_dn,T_ground_decoroot_C_no 	
T_ground_decowood_A_dn,T_ground_decowood_A_no 	
T_ground_decowood_A_dn,T_ground_decowood_A_no 	
T_ground_decowood_C_dn,T_ground_decowood_C_no 	
T_ground_decowood_D_dn,T_ground_decowood_D_no 	
T_ground_decowood_D_dn,T_ground_decowood_D_no 	
T_ground_decowood_E_dn,T_ground_decowood_E_no 	
T_ground_decowood_E_dn,T_ground_decowood_E_no 	
T_JungleTree09_LHS_D,T_JungleTree09_LHS_N 	
T_JungleTree09_LHS_D,T_JungleTree09_LHS_N 	
Black_D,T_cm_DefaultNormal_a_01_dn 	
T_LV_Padana_Tree_SoilRoot01_SM_NWCNIK_dn,T_LV_Padana_Tree_SoilRoot01_SM_NWCNIK_no 	
T_LV_Padana_Tree_SoilRoot01_SM_NWCNIK_dn,T_LV_Padana_Tree_SoilRoot01_SM_NWCNIK_no 	
LV_Padana_Tree_SoilRoot02_D_NWCNIK 	,LV_Padana_Tree_SoilRoot02_N_NWCNIK 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
T_LV_WyvernsValley_Tree_Juniper03_PM_IJH_dn,T_LV_WyvernsValley_Tree_Juniper03_PM_IJH_no 	
T_LV_WyvernsValley_Tree_Juniper03_PM_IJH_dn,T_LV_WyvernsValley_Tree_Juniper03_PM_IJH_no 	
T_LV_WyvernsValley_Tree_Juniper03_PM_IJH_dn,T_LV_WyvernsValley_Tree_Juniper03_PM_IJH_no 	
T_M6_Tree_MonsterTreeBark_SM_PHJ_dn,T_M6_Tree_MonsterTreeBark_SM_PHJ_no 	
T_MagosBasin_Tree_MiddleTree01_LHS_D,T_MagosBasin_Tree_MiddleTree01_LHS_N 	
T_MagosBasin_Tree_MiddleTree01_LHS_D,T_MagosBasin_Tree_MiddleTree01_LHS_N 	
T_Regium_Tree01_dn 	,T_Regium_Tree01_no
LV_DeadForest_Tree_DeadForestTree_D_CMJ 	,T_cm_DefaultNormal_a_01_dn 	
T_Saltus_Tree_SwampTree01Trunk_D,T_Saltus_Tree_SwampTree01Trunk_N 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
T_Terny_Tree_DeadTree01_PM_LOY_dn,T_Terny_Tree_DeadTree01_PM_LOY_no 	
T_Terny_Tree_DeadTree01_PM_LOY_dn,T_Terny_Tree_DeadTree01_PM_LOY_no 	
T_Terny_Tree_DeadTree01_PM_LOY_dn,T_Terny_Tree_DeadTree01_PM_LOY_no 	
T_Terny_Tree_DeadTree01_PM_LOY_dn,T_Terny_Tree_DeadTree01_PM_LOY_no 	
T_Terny_Tree_deadtree02Trunk01_D_CYH,T_Terny_Tree_deadtree02Trunk01_N_CYH 	
T_Terny_Tree_deadtree02Trunk01_D_Stump,T_Terny_Tree_deadtree02Trunk01_N_Stump 	
T_Terny_Tree_DeadTree03_D,T_cm_DefaultNormal_a_01_dn 	
T_Terny_Tree_DeadTree03_SM_NWCBOB_dn,T_Terny_Tree_DeadTree03_SM_NWCBOB_no 	
T_Tree_Fairy02B_LHS_D,T_Tree_Fairy02B_LHS_N 	
T_Tree_Fairy02B_LHS_D,T_Tree_Fairy02B_LHS_N 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
T_TurtleLake_Lakevillage_GateTree_D02 	,T_TurtleLake_Lakevillage_GateTree_N02
T_TurtleLake_Lakevillage_GateTree_D02 	,T_TurtleLake_Lakevillage_GateTree_N02
T_TurtleLake_Lakevillage_GateTree_D02 	,T_TurtleLake_Lakevillage_GateTree_N02
T_TurtleLake_Lakevillage_GateTree_D02 	,T_TurtleLake_Lakevillage_GateTree_N02
T_TurtleLake_Lakevillage_GateTree_D_EYE,T_TurtleLake_Lakevillage_GateTree_N_EYE 	
T_TurtleLake_Lakevillage_GateTree_D_EYE,T_TurtleLake_Lakevillage_GateTree_N_EYE 	
LV_Vachal_Tree_DecaySet01_D_NWCNIK 	,LV_Vachal_Tree_DecaySet01_N_NWCNIK
T_Veolan_Tree_PineTreeBark_D,T_Veolan_Tree_PineTreeBark_N 	
T_Veolan_Tree_PineTreeBark_D,T_Veolan_Tree_PineTreeBark_N 	
T_Veolan_Tree_PineTreeBark_D,T_Veolan_Tree_PineTreeBark_N 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_1_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_1_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_1_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_1_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_1_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_1_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_1_dn 	,T_cm_DefaultNormal_a_01_dn 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_dn,T_WyvernsValley_Tree_Juniper02_PM_IJH_no 	
T_WyvernsValley_Tree_Juniper02_PM_IJH_dn,T_WyvernsValley_Tree_Juniper02_PM_IJH_no 	
T_F_06_midtree_E_dn 	,SM_F_06_midtree_E_no 	
